type,raid_group_name,member_name,character_name,character_class,character_is_alt,character_inactive_at,character_note,sort_order,item_name,item_id,is_offspec,note,received_at,import_id,item_note,item_prio_note,item_tier,item_tier_label,created_at,updated_at
wishlist,,Frostydisc,Frostydisc,"Death Knight",0,,,4,"Mantle of the Lost Vanquisher",40639,0,,"2022-10-14 18:04:47",,,,,5,D,"2022-10-13 01:53:44","2022-10-14 18:04:48"
wishlist,,Frostydisc,Frostydisc,"Death Knight",0,,,5,"Drape of the Deadly Foe",40403,0,,,,,,,4,C,"2022-09-29 09:10:06","2022-10-12 16:10:31"
wishlist,,Frostydisc,Frostydisc,"Death Knight",0,,,6,"Melancholy Sabatons",40591,0,,,,,,,4,C,"2022-09-29 09:10:06","2022-10-12 16:10:31"
wishlist,,Frostydisc,Frostydisc,"Death Knight",0,,,7,Ruthlessness,40075,0,,,,,,,4,C,"2022-09-29 09:10:06","2022-10-12 16:10:31"
wishlist,,Frostydisc,Frostydisc,"Death Knight",0,,,8,"Angry Dread",40189,0,MH,,,,,,1,S,"2022-09-29 09:10:06","2022-10-13 01:53:44"
wishlist,,Frostydisc,Frostydisc,"Death Knight",0,,,9,"Angry Dread",40189,0,OH,,,,,,1,S,"2022-10-13 01:53:44","2022-10-13 01:53:44"
wishlist,,Frostydisc,Frostydisc,"Death Knight",0,,,10,"Circle of Death",39401,0,,,,,,,,,"2022-09-29 09:10:06","2022-10-13 01:53:44"
wishlist,,Frostydisc,Frostydisc,"Death Knight",0,,,11,"Heroic Key to the Focusing Iris",44577,0,,,,,,,2,A,"2022-10-12 16:10:31","2022-10-13 01:53:44"
wishlist,,Frostydisc,Frostydisc,"Death Knight",0,,,12,"Bracers of Unrelenting Attack",40330,0,,,,,,,4,C,"2022-09-29 09:10:06","2022-10-13 01:53:44"
wishlist,,Frostydisc,Frostydisc,"Death Knight",0,,,13,"Gauntlets of the Lost Vanquisher",40630,0,,,,,,,3,B,"2022-10-13 01:53:44","2022-10-13 01:53:44"
wishlist,,Frostydisc,Frostydisc,"Death Knight",0,,,14,"Girdle of Chivalry",40278,0,,,,,,,4,C,"2022-09-29 09:10:06","2022-10-13 01:53:44"
wishlist,,PK(Gözzcabin),Gözzcabin,Shaman,0,,,1,"Dying Curse",40255,0,,,,,,,2,A,"2022-10-09 15:37:50","2022-10-10 20:52:55"
wishlist,,PK(Gözzcabin),Gözzcabin,Shaman,0,,,2,"Illustration of the Dragon Soul",40432,0,,,,,,,2,A,"2022-09-29 17:31:18","2022-09-29 17:31:18"
wishlist,,PK(Gözzcabin),Gözzcabin,Shaman,0,,,3,"Leggings of the Wanton Spellcaster",40560,0,,,,,,,3,B,"2022-09-29 17:31:18","2022-09-29 17:31:18"
wishlist,,PK(Gözzcabin),Gözzcabin,Shaman,0,,,4,"Wyrmrest Necklace of Power",44661,0,,,,,,,,,"2022-09-29 17:45:25","2022-09-29 17:45:25"
wishlist,,PK(Gözzcabin),Gözzcabin,Shaman,0,,,5,"Pennant Cloak",44005,0,,,,,,,4,C,"2022-09-29 17:31:18","2022-09-29 17:45:25"
wishlist,,PK(Gözzcabin),Gözzcabin,Shaman,0,,,6,"Bands of Mutual Respect",40324,0,,"2022-10-14 18:04:47",,,,,5,D,"2022-09-29 17:31:18","2022-10-14 18:04:47"
wishlist,,PK(Gözzcabin),Gözzcabin,Shaman,0,,,7,"Torch of Holy Fire",40395,0,,,,,,,1,S,"2022-09-29 17:31:18","2022-10-10 20:52:55"
wishlist,,PK(Gözzcabin),Gözzcabin,Shaman,0,,,8,"Voice of Reason",40401,0,,,,,,,4,C,"2022-09-29 17:31:18","2022-10-10 20:52:55"
wishlist,,PK(Gözzcabin),Gözzcabin,Shaman,0,,,9,"Footsteps of Malygos",40519,0,,,,,,,,,"2022-09-29 17:31:18","2022-10-10 20:52:55"
wishlist,,PK(Gözzcabin),Gözzcabin,Shaman,0,,,10,"Gauntlets of the Lost Protector",40629,0,,,,,,,3,B,"2022-09-29 17:43:55","2022-10-10 20:52:55"
wishlist,,Eraser34(Gazozas),Holyfrizbie,Paladin,0,,,1,"The Turning Tide",40396,0,,,,,,,1,S,"2022-10-05 09:35:06","2022-10-05 09:35:06"
wishlist,,Eraser34(Gazozas),Holyfrizbie,Paladin,0,,,2,"Voice of Reason",40401,0,,,,,,,4,C,"2022-10-05 09:35:06","2022-10-05 09:35:06"
wishlist,,Eraser34(Gazozas),Holyfrizbie,Paladin,0,,,3,"Forethought Talisman",40258,0,,,,,,,2,A,"2022-10-05 09:35:06","2022-10-05 09:35:06"
wishlist,,Eraser34(Gazozas),Holyfrizbie,Paladin,0,,,4,"Signet of Manifested Pain",40399,0,,,,,,,4,C,"2022-10-05 09:35:06","2022-10-05 09:35:06"
wishlist,,Eraser34(Gazozas),Holyfrizbie,Paladin,0,,,5,"Ring of Decaying Beauty",40375,0,,"2022-10-14 18:02:59",,,,,5,D,"2022-10-05 09:35:06","2022-10-14 18:02:59"
wishlist,,Eraser34(Gazozas),Holyfrizbie,Paladin,0,,,6,"Mantle of the Lost Conqueror",40637,0,,,,,,,5,D,"2022-10-05 09:35:06","2022-10-05 09:35:06"
wishlist,,Eraser34(Gazozas),Holyfrizbie,Paladin,0,,,7,"Heroic Key to the Focusing Iris",44577,0,,"2022-10-14 18:04:47",,,,,2,A,"2022-10-13 21:05:30","2022-10-14 18:04:47"
wishlist,,Eraser34(Gazozas),Holyfrizbie,Paladin,0,,,8,"Pennant Cloak",44005,0,,,,,,,4,C,"2022-10-05 09:35:06","2022-10-05 09:35:06"
wishlist,,Eraser34(Gazozas),Holyfrizbie,Paladin,0,,,9,"Abetment Bracers",40332,0,,,,,,,5,D,"2022-10-05 09:35:06","2022-10-05 09:35:06"
wishlist,,Eraser34(Gazozas),Holyfrizbie,Paladin,0,,,10,"Waistguard of Divine Grace",40259,0,,,,,,,4,C,"2022-10-05 09:35:06","2022-10-05 09:35:06"
wishlist,,Eraser34(Gazozas),Holyfrizbie,Paladin,0,,,11,"Poignant Sabatons",40187,0,,"2022-10-14 18:04:47",,,,,5,D,"2022-10-05 09:35:06","2022-10-14 18:04:47"
wishlist,,Eraser34(Gazozas),Holyfrizbie,Paladin,0,,,12,"Legplates of the Lost Conqueror",40634,0,,,,,,,5,D,"2022-10-05 09:35:06","2022-10-05 09:35:06"
wishlist,,Eraser34(Gazozas),Holyfrizbie,Paladin,0,,,13,"Breastplate of the Lost Conqueror",40625,0,,,,,,,3,B,"2022-10-05 09:35:06","2022-10-05 09:35:06"
wishlist,,Eraser34(Gazozas),Holyfrizbie,Paladin,0,,,14,"Gauntlets of the Lost Conqueror",40628,0,,,,,,,3,B,"2022-10-05 09:35:06","2022-10-05 09:35:06"
wishlist,,Eraser34(Gazozas),Holyfrizbie,Paladin,0,,,15,"Faceguard of the Succumbed",40298,0,,,,,,,4,C,"2022-10-05 09:35:06","2022-10-05 09:35:06"
wishlist,,Kalamonto,Hulmotto,Priest,0,,,1,"Torch of Holy Fire",40395,0,,,,,,,1,S,"2022-09-29 09:40:08","2022-09-29 09:40:08"
wishlist,,Kalamonto,Hulmotto,Priest,0,,,2,"Illustration of the Dragon Soul",40432,0,,,,,,,2,A,"2022-10-06 23:24:45","2022-10-06 23:24:45"
wishlist,,Kalamonto,Hulmotto,Priest,0,,,3,"Unsullied Cuffs",44008,0,,,,,,,4,C,"2022-10-06 23:24:45","2022-10-06 23:24:45"
wishlist,,Kalamonto,Hulmotto,Priest,0,,,4,"Forethought Talisman",40258,0,,,,,,,2,A,"2022-10-06 23:24:45","2022-10-06 23:24:45"
wishlist,,Kalamonto,Hulmotto,Priest,0,,,5,"Shroud of Luminosity",40251,0,,"2022-10-14 18:04:47",,,,,5,D,"2022-09-29 09:40:08","2022-10-14 18:04:47"
wishlist,,Kalamonto,Hulmotto,Priest,0,,,6,"Sash of Solitude",40271,0,,,,,,,5,D,"2022-09-29 09:40:08","2022-10-06 23:24:45"
wishlist,,Kalamonto,Hulmotto,Priest,0,,,7,"Seized Beauty",40108,0,,"2022-10-14 18:02:59",,,,,5,D,"2022-09-29 09:40:08","2022-10-14 18:02:59"
wishlist,,Kalamonto,Hulmotto,Priest,0,,,8,"Urn of Lost Memories",40350,0,,"2022-10-14 18:04:47",,,,,4,C,"2022-09-29 09:40:08","2022-10-14 18:04:47"
wishlist,,Kalamonto,Hulmotto,Priest,0,,,9,"Fading Glow",40245,0,,,,,,,5,D,"2022-09-29 09:40:08","2022-10-06 23:24:45"
wishlist,,Kalamonto,Hulmotto,Priest,0,,,10,"Leggings of Mortal Arrogance",40398,0,,,,,,,3,B,"2022-09-29 09:40:08","2022-10-06 23:24:45"
wishlist,,Kalamonto,Hulmotto,Priest,0,,,11,"Gauntlets of the Lost Conqueror",40628,0,,,,,,,3,B,"2022-10-13 01:55:39","2022-10-13 01:55:39"
wishlist,,Kalamonto,Hulmotto,Priest,0,,,12,"Mantle of the Lost Conqueror",40637,0,,,,,,,5,D,"2022-10-13 01:55:39","2022-10-13 01:55:39"
wishlist,,Kalamonto,Hulmotto,Priest,0,,,13,"Serene Echoes",40236,0,,,,,,,5,D,"2022-09-29 09:40:08","2022-10-06 23:24:45"
wishlist,,Kalamonto,Hulmotto,Priest,0,,,14,"Plague Igniter",40284,0,,,,,,,4,C,"2022-10-06 23:24:45","2022-10-06 23:24:45"
wishlist,,Kalamonto,Hulmotto,Priest,0,,,15,"Accursed Spine",40192,0,,,,,,,4,C,"2022-10-06 23:24:45","2022-10-06 23:24:45"
wishlist,,lekkim,Lekkìm,Warlock,0,,,1,"The Turning Tide",40396,0,,,,,,,1,S,"2022-10-02 09:17:55","2022-10-02 09:17:55"
wishlist,,lekkim,Lekkìm,Warlock,0,,,2,"Dying Curse",40255,0,,,,,,,2,A,"2022-10-02 09:17:55","2022-10-02 09:17:55"
wishlist,,lekkim,Lekkìm,Warlock,0,,,3,"Illustration of the Dragon Soul",40432,0,,,,,,,2,A,"2022-10-02 09:17:55","2022-10-02 09:17:55"
wishlist,,lekkim,Lekkìm,Warlock,0,,,4,"Leggings of the Wanton Spellcaster",40560,0,,,,,,,3,B,"2022-10-02 09:17:55","2022-10-10 20:09:52"
wishlist,,lekkim,Lekkìm,Warlock,0,,,5,"Leash of Heedless Magic",40561,0,,,,,,,4,C,"2022-10-03 12:04:08","2022-10-10 20:09:52"
wishlist,,lekkim,Lekkìm,Warlock,0,,,6,"Unsullied Cuffs",44008,0,,,,,,,4,C,"2022-10-02 09:17:55","2022-10-03 12:04:08"
wishlist,,lekkim,Lekkìm,Warlock,0,,,7,"Pennant Cloak",44005,0,,,,,,,4,C,"2022-10-02 09:17:55","2022-10-03 12:04:08"
wishlist,,lekkim,Lekkìm,Warlock,0,,,8,"Heroic Key to the Focusing Iris",44577,0,,,,,,,2,A,"2022-10-09 21:01:38","2022-10-12 13:20:14"
wishlist,,lekkim,Lekkìm,Warlock,0,,,9,"Signet of Manifested Pain",40399,0,,,,,,,4,C,"2022-10-02 09:17:55","2022-10-12 13:20:14"
wishlist,,lekkim,Lekkìm,Warlock,0,,,10,"Surplus Limb",40273,0,,,,,,,4,C,"2022-10-02 09:17:55","2022-10-12 13:20:14"
wishlist,,lekkim,Lekkìm,Warlock,0,,,11,"Crown of the Lost Conqueror",40631,0,,,,,,,3,B,"2022-10-02 09:17:55","2022-10-12 13:20:14"
wishlist,,lekkim,Lekkìm,Warlock,0,,,12,"Arcanic Tramplers",40558,0,,,,,,,4,C,"2022-10-02 09:17:55","2022-10-12 13:20:14"
wishlist,,lekkim,Lekkìm,Warlock,0,,,13,"Gemmed Wand of the Nerubians",39712,0,,,,,,,4,C,"2022-10-02 09:17:55","2022-10-12 13:20:14"
wishlist,,lekkim,Lekkìm,Warlock,0,,,14,"Breastplate of the Lost Conqueror",40625,0,,,,,,,3,B,"2022-10-02 09:17:55","2022-10-12 13:20:14"
wishlist,,lekkim,Lekkìm,Warlock,0,,,15,"Gauntlets of the Lost Conqueror",40628,0,,,,,,,3,B,"2022-10-02 09:17:55","2022-10-10 20:09:52"
wishlist,,lekkim,Lekkìm,Warlock,0,,,16,"Mantle of the Lost Conqueror",40637,0,,,,,,,5,D,"2022-10-02 09:17:55","2022-10-03 12:04:08"
wishlist,,Leylin,Leylen,Warlock,0,,,1,"Dying Curse",40255,0,,,,,,,2,A,"2022-09-27 23:58:15","2022-10-12 19:24:05"
wishlist,,Leylin,Leylen,Warlock,0,,,2,"The Turning Tide",40396,0,,,,,,,1,S,"2022-09-20 20:48:41","2022-10-12 19:24:05"
wishlist,,Leylin,Leylen,Warlock,0,,,3,"Leash of Heedless Magic",40561,0,,,,,,,4,C,"2022-09-27 23:58:15","2022-10-12 03:04:02"
wishlist,,Leylin,Leylen,Warlock,0,,,4,"Unsullied Cuffs",44008,0,,,,,,,4,C,"2022-09-27 23:58:15","2022-10-12 03:04:02"
wishlist,,Leylin,Leylen,Warlock,0,,,5,"Lost Jewel",40080,0,,,,,,,5,D,"2022-09-28 01:12:46","2022-10-12 03:04:02"
wishlist,,Leylin,Leylen,Warlock,0,,,6,"Leggings of the Wanton Spellcaster",40560,0,,"2022-10-12 02:19:58",,,,,3,B,"2022-09-28 01:12:46","2022-10-13 22:30:53"
wishlist,,Leylin,Leylen,Warlock,0,,,7,"Heroic Key to the Focusing Iris",44577,0,,,,,,,2,A,"2022-10-12 02:19:58","2022-10-13 22:30:53"
wishlist,,Leylin,Leylen,Warlock,0,,,8,"Breastplate of the Lost Conqueror",40625,0,,,,,,,3,B,"2022-09-27 20:59:07","2022-10-13 22:30:53"
wishlist,,Leylin,Leylen,Warlock,0,,,9,"Crown of the Lost Conqueror",40631,0,,,,,,,3,B,"2022-09-27 20:59:07","2022-10-13 22:30:53"
wishlist,,Leylin,Leylen,Warlock,0,,,10,"Arcanic Tramplers",40558,0,,,,,,,4,C,"2022-09-27 23:58:15","2022-10-13 22:30:53"
wishlist,,Leylin,Leylen,Warlock,0,,,11,"Gauntlets of the Lost Conqueror",40628,0,,,,,,,3,B,"2022-09-27 20:59:07","2022-10-13 22:30:53"
wishlist,,Leylin,Leylen,Warlock,0,,,12,"Cape of the Unworthy Wizard",40405,0,,,,,,,4,C,"2022-09-28 01:12:46","2022-10-13 22:30:53"
wishlist,,Leylin,Leylen,Warlock,0,,,13,"Matriarch's Spawn",39766,0,,,,,,,4,C,"2022-09-27 23:58:15","2022-10-13 22:30:53"
wishlist,,Leylin,Leylen,Warlock,0,,,14,"Pennant Cloak",44005,1,"Unworthy Wizard is better for buff",,,,,,4,C,"2022-09-28 01:12:46","2022-10-13 22:30:53"
wishlist,,Leylin,Leylen,Warlock,0,,,15,"Gemmed Wand of the Nerubians",39712,1,"Hit option",,,,,,4,C,"2022-09-28 01:12:46","2022-10-13 22:30:53"
wishlist,,Leylin,Leylen,Warlock,0,,,16,"Surplus Limb",40273,1,"Hit option",,,,,,4,C,"2022-09-28 01:12:46","2022-10-13 22:30:53"
wishlist,,najan,Najjan,Druid,0,,,1,"Journey's End",40388,0,,,,,,,1,S,"2022-10-12 13:54:42","2022-10-12 14:00:47"
wishlist,,najan,Najjan,Druid,0,,,2,"Drape of the Deadly Foe",40403,0,,,,,,,4,C,"2022-10-12 13:54:42","2022-10-12 14:00:47"
wishlist,,najan,Najjan,Druid,0,,,3,"Valorous Dreamwalker Headguard",40473,0,,,,,,,,,"2022-10-12 13:54:42","2022-10-12 16:34:38"
wishlist,,najan,Najjan,Druid,0,,,4,"Valorous Dreamwalker Legguards",40493,0,,"2022-10-14 18:04:47",,,,,,,"2022-10-12 13:54:42","2022-10-14 18:04:47"
wishlist,,najan,Najjan,Druid,0,,,5,"Bandit's Insignia",40371,0,,,,,,,4,C,"2022-10-12 13:54:42","2022-10-12 16:34:38"
wishlist,,najan,Najjan,Druid,0,,,6,"Fool's Trial",40065,0,,,,,,,5,D,"2022-10-12 13:54:42","2022-10-12 16:34:38"
wishlist,,najan,Najjan,Druid,0,,,7,"Spaulders of Egotism",40305,0,,,,,,,5,D,"2022-10-12 13:54:42","2022-10-12 14:00:47"
wishlist,,najan,Najjan,Druid,0,,,8,"Tunic of Indulgence",40277,0,,"2022-10-14 18:04:47",,,,,5,D,"2022-10-12 13:54:42","2022-10-14 18:04:47"
wishlist,,najan,Najjan,Druid,0,,,9,"Belt of the Tortured",40260,0,,,,,,,4,C,"2022-10-12 13:54:42","2022-10-12 14:00:47"
wishlist,,najan,Najjan,Druid,0,,,10,Dawnwalkers,39701,0,,,,,,,4,C,"2022-10-12 13:54:42","2022-10-12 13:54:42"
wishlist,,najan,Najjan,Druid,0,,,11,Ruthlessness,40075,0,,,,,,,4,C,"2022-10-12 13:54:42","2022-10-12 14:00:47"
wishlist,,najan,Najjan,Druid,0,,,12,"Dislocating Handguards",39727,0,,,,,,,5,D,"2022-10-12 13:54:42","2022-10-12 13:54:42"
wishlist,,najan,Najjan,Druid,0,,,13,"Strong-Handed Ring",40074,0,,,,,,,4,C,"2022-10-12 13:54:42","2022-10-12 13:54:42"
wishlist,,najan,Najjan,Druid,0,,,14,"Thrusting Bands",40186,0,,,,,,,4,C,"2022-10-12 13:54:42","2022-10-12 14:00:47"
wishlist,,najan,Najjan,Druid,0,,,15,"Defender's Code",40257,1,"Got grim toll trinket first naxx raid week","2022-10-14 18:04:47",,,,,6,F,"2022-10-12 13:54:42","2022-10-14 18:04:47"
wishlist,,najan,Najjan,Druid,0,,,16,"Idol of Worship",39757,0,,,,,,,4,C,"2022-10-12 13:54:42","2022-10-12 13:54:42"
wishlist,,Kokefa,Nalandra,Druid,0,,,1,"Grim Toll",40256,0,,,,,,,2,A,"2022-09-27 20:01:57","2022-10-07 08:17:59"
wishlist,,Kokefa,Nalandra,Druid,0,,,2,"Chestguard of the Recluse",40539,0,,,,,,,3,B,"2022-09-27 20:01:57","2022-10-12 13:34:35"
wishlist,,Kokefa,Nalandra,Druid,0,,,3,"Leggings of the Honored",44011,0,,,,,,,3,B,"2022-09-27 20:01:57","2022-10-12 13:34:35"
wishlist,,Kokefa,Nalandra,Druid,0,,,4,"Crown of the Lost Vanquisher",40633,0,,"2022-10-14 18:04:47",,,,,3,B,"2022-10-12 13:34:35","2022-10-14 18:04:47"
wishlist,,Kokefa,Nalandra,Druid,0,,,5,"Frosted Adroit Handguards",40541,0,,,,,,,4,C,"2022-09-27 20:01:57","2022-10-12 14:47:56"
wishlist,,Kokefa,Nalandra,Druid,0,,,6,"Drape of the Deadly Foe",40403,0,,,,,,,4,C,"2022-09-27 20:01:57","2022-10-12 14:47:56"
wishlist,,Kokefa,Nalandra,Druid,0,,,7,"Journey's End",40388,0,,"2022-10-14 18:04:47",,,,,1,S,"2022-09-27 20:01:57","2022-10-14 18:04:47"
wishlist,,Kokefa,Nalandra,Druid,0,,,8,"Idol of Worship",39757,0,,,,,,,4,C,"2022-09-27 20:01:57","2022-10-12 14:47:56"
wishlist,,Kokefa,Nalandra,Druid,0,,,9,"Footwraps of Vile Deceit",40243,0,,,,,,,4,C,"2022-09-27 20:01:57","2022-10-12 13:34:35"
wishlist,,Kokefa,Nalandra,Druid,0,,,10,"Stalk-Skin Belt",40205,0,,,,,,,4,C,"2022-09-27 20:01:57","2022-10-12 13:34:35"
wishlist,,Kokefa,Nalandra,Druid,0,,,11,"Sinner's Bindings",39765,0,,,,,,,4,C,"2022-09-27 20:01:57","2022-10-12 13:34:35"
wishlist,,Kokefa,Nalandra,Druid,0,,,12,"Heroic Key to the Focusing Iris",44577,0,"Minor upgrade since I have 10man version",,,,,,2,A,"2022-10-12 13:34:35","2022-10-12 14:44:03"
wishlist,,beecees,Personal,Rogue,0,,,1,"Webbed Death",39714,0,,,,,,,1,S,"2022-10-09 21:13:11","2022-10-13 21:57:46"
wishlist,,beecees,Personal,Rogue,0,,,2,"Webbed Death",39714,0,,,,,,,1,S,"2022-10-13 21:57:46","2022-10-13 21:57:46"
wishlist,,beecees,Personal,Rogue,0,,,3,Dawnwalkers,39701,0,,"2022-10-14 18:04:47",,,,,4,C,"2022-10-09 21:13:11","2022-10-14 18:04:48"
wishlist,,beecees,Personal,Rogue,0,,,4,"Crown of the Lost Vanquisher",40633,0,,,,,,,3,B,"2022-10-09 21:13:11","2022-10-09 21:13:11"
wishlist,,beecees,Personal,Rogue,0,,,5,"Drape of the Deadly Foe",40403,0,,,,,,,4,C,"2022-10-09 21:13:11","2022-10-09 21:13:11"
wishlist,,beecees,Personal,Rogue,0,,,6,"Sinner's Bindings",39765,0,,,,,,,4,C,"2022-10-09 21:13:11","2022-10-09 21:13:11"
wishlist,,beecees,Personal,Rogue,0,,,7,"Strong-Handed Ring",40074,0,,"2022-10-14 18:04:47",,,,,4,C,"2022-10-09 21:13:11","2022-10-14 18:04:48"
wishlist,,beecees,Personal,Rogue,0,,,8,"Surge Needle Ring",40474,0,,,,,,,,,"2022-10-09 21:13:11","2022-10-09 21:13:11"
wishlist,,beecees,Personal,Rogue,0,,,9,"Envoy of Mortality",40385,0,,"2022-10-14 18:04:47",,"S for hunter / hunter prio obviously",,,4,C,"2022-10-09 21:13:11","2022-10-14 18:04:48"
wishlist,,beecees,Personal,Rogue,0,,,10,"Heroic Key to the Focusing Iris",44577,0,,,,,,,2,A,"2022-10-12 01:54:33","2022-10-12 01:54:33"
wishlist,,beecees,Personal,Rogue,0,,,11,"Chestguard of the Recluse",40539,0,,,,,,,3,B,"2022-10-09 21:14:35","2022-10-11 22:37:23"
wishlist,,beecees,Personal,Rogue,0,,,12,"Frosted Adroit Handguards",40541,0,,,,,,,4,C,"2022-10-09 21:14:35","2022-10-11 22:37:23"
wishlist,,beecees,Personal,Rogue,0,,,13,"Leggings of the Honored",44011,0,,,,,,,3,B,"2022-10-09 21:14:35","2022-10-11 22:37:23"
wishlist,,beecees,Personal,Rogue,0,,,14,"Fury of the Five Flights",40431,0,,,,,,,2,A,"2022-10-09 21:14:35","2022-10-11 22:37:23"
wishlist,,beecees,Personal,Rogue,0,,,15,"Loatheb's Shadow",39257,0,,,,,,,,,"2022-10-09 21:14:35","2022-10-11 22:37:23"
wishlist,,beecees,Personal,Rogue,0,,,16,"Stalk-Skin Belt",40205,0,,"2022-10-11 22:37:07",,,,,4,C,"2022-10-11 22:37:07","2022-10-11 22:37:23"
wishlist,,Pocketkings,Pocketkîngs,"Death Knight",0,,,1,"Obsidian Greathelm",44006,0,,,,,,,3,B,"2022-10-02 07:30:17","2022-10-02 07:30:17"
wishlist,,Pocketkings,Pocketkîngs,"Death Knight",0,,,2,"Heroic Key to the Focusing Iris",44577,0,,,,,,,2,A,"2022-10-02 07:30:17","2022-10-12 13:13:25"
wishlist,,Pocketkings,Pocketkîngs,"Death Knight",0,,,3,Ruthlessness,40075,0,,,,,,,4,C,"2022-10-02 07:52:21","2022-10-12 13:13:25"
wishlist,,Pocketkings,Pocketkîngs,"Death Knight",0,,,4,"Bracers of Unrelenting Attack",40330,0,,,,,,,4,C,"2022-10-02 07:31:35","2022-10-12 13:13:25"
wishlist,,Pocketkings,Pocketkîngs,"Death Knight",0,,,5,"Drape of the Deadly Foe",40403,0,,,,,,,4,C,"2022-10-02 07:31:35","2022-10-12 13:13:25"
wishlist,,Pocketkings,Pocketkîngs,"Death Knight",0,,,6,"Zeliek's Gauntlets",40347,0,,,,,,,5,D,"2022-10-02 07:30:17","2022-10-12 13:13:25"
wishlist,,Pocketkings,Pocketkîngs,"Death Knight",0,,,7,"Girdle of Chivalry",40278,0,,,,,,,4,C,"2022-10-02 07:52:21","2022-10-12 13:13:25"
wishlist,,Pocketkings,Pocketkîngs,"Death Knight",0,,,8,"Riveted Abomination Leggings",40294,0,,,,,,,4,C,"2022-10-02 07:52:21","2022-10-12 13:13:25"
wishlist,,Pocketkings,Pocketkîngs,"Death Knight",0,,,9,"Sabatons of Sudden Reprisal",39706,0,,,,,,,5,D,"2022-10-02 07:52:21","2022-10-12 13:13:25"
wishlist,,Pocketkings,Pocketkîngs,"Death Knight",0,,,10,"Last Laugh",40402,0,,,,,,,1,S,"2022-10-02 08:06:13","2022-10-11 20:49:31"
wishlist,,Pocketkings,Pocketkîngs,"Death Knight",0,,,11,"Circle of Death",39401,0,,,,,,,,,"2022-10-02 07:52:21","2022-10-12 13:13:25"
wishlist,,Pocketkings,Pocketkîngs,"Death Knight",0,,,12,"Breastplate of the Lost Vanquisher",40627,0,,,,,,,3,B,"2022-10-02 07:30:17","2022-10-12 13:13:25"
wishlist,,Pocketkings,Pocketkîngs,"Death Knight",0,,,13,Hailstorm,40491,0,,,,,,,,,"2022-10-02 07:56:18","2022-10-12 13:13:25"
wishlist,,"Tasos (Garp)",Proserpere,"Death Knight",0,,,1,"Angry Dread",40189,0,,,,,,,1,S,"2022-10-11 22:31:41","2022-10-11 22:31:41"
wishlist,,"Tasos (Garp)",Proserpere,"Death Knight",0,,,2,"Angry Dread",40189,0,,,,,,,1,S,"2022-10-11 22:31:41","2022-10-11 22:31:41"
wishlist,,"Tasos (Garp)",Proserpere,"Death Knight",0,,,3,"Grim Toll",40256,0,,,,,,,2,A,"2022-10-11 22:31:41","2022-10-11 22:31:41"
wishlist,,"Tasos (Garp)",Proserpere,"Death Knight",0,,,4,Ruthlessness,40075,0,,,,,,,4,C,"2022-10-11 22:31:41","2022-10-11 22:31:41"
wishlist,,"Tasos (Garp)",Proserpere,"Death Knight",0,,,5,"Drape of the Deadly Foe",40403,0,,,,,,,4,C,"2022-10-11 22:31:41","2022-10-11 22:31:41"
wishlist,,"Tasos (Garp)",Proserpere,"Death Knight",0,,,6,"Heroic Key to the Focusing Iris",44577,0,,,,,,,2,A,"2022-10-13 01:50:38","2022-10-13 01:50:38"
wishlist,,"Tasos (Garp)",Proserpere,"Death Knight",0,,,7,"Obsidian Greathelm",44006,0,,,,,,,3,B,"2022-10-11 22:31:41","2022-10-11 22:31:41"
wishlist,,"Tasos (Garp)",Proserpere,"Death Knight",0,,,8,"Mantle of the Lost Vanquisher",40639,0,,"2022-10-14 18:04:47",,,,,5,D,"2022-10-13 01:50:38","2022-10-14 18:04:47"
wishlist,,"Tasos (Garp)",Proserpere,"Death Knight",0,,,9,"Breastplate of the Lost Vanquisher",40627,0,,,,,,,3,B,"2022-10-13 01:50:38","2022-10-13 01:50:38"
wishlist,,"Tasos (Garp)",Proserpere,"Death Knight",0,,,10,"Bracers of Unrelenting Attack",40330,0,,,,,,,4,C,"2022-10-11 22:31:41","2022-10-11 22:31:41"
wishlist,,"Tasos (Garp)",Proserpere,"Death Knight",0,,,11,"Gauntlets of the Lost Vanquisher",40630,0,,,,,,,3,B,"2022-10-13 01:50:38","2022-10-13 01:50:38"
wishlist,,"Tasos (Garp)",Proserpere,"Death Knight",0,,,12,"Legplates of the Lost Vanquisher",40636,0,,,,,,,5,D,"2022-10-13 01:50:38","2022-10-13 01:50:38"
wishlist,,"Tasos (Garp)",Proserpere,"Death Knight",0,,,13,"Girdle of Chivalry",40278,0,,,,,,,4,C,"2022-10-11 22:31:41","2022-10-11 22:31:41"
wishlist,,"Tasos (Garp)",Proserpere,"Death Knight",0,,,14,"Greatring of Collision",43993,0,,,,,,,,,"2022-10-11 22:31:41","2022-10-11 22:31:41"
wishlist,,"Tasos (Garp)",Proserpere,"Death Knight",0,,,15,"Iron-Spring Jumpers",40206,0,,"2022-10-14 18:04:47",,,,,5,D,"2022-10-11 22:31:41","2022-10-14 18:04:47"
wishlist,,"Tasos (Garp)",Proserpere,"Death Knight",0,,,16,"Fury of the Five Flights",40431,0,,,,,,,2,A,"2022-10-11 22:34:27","2022-10-11 22:34:27"
wishlist,,Nighty,Silvermight,Paladin,0,,,1,"The Turning Tide",40396,0,,,,,,,1,S,"2022-10-06 17:37:41","2022-10-12 17:31:59"
